t,ytt,w,x,xt,f,K,xtt,xtt+ytt,
11.18,13.3,6.283185307179586,0.44122717660718136,2.085067134852779,0.8824543532143627,2,-31.505002527661276,-18.205002527661275,
11.2,26.2,6.283185307179586,0.4756844227423608,1.3140799770439604,0.9513688454847216,2,-45.47466476916391,-19.27466476916391,
11.22,19.6,6.283185307179586,0.49327567022070634,0.46580155810631035,0.9865513404414127,2,-39.24934595339964,-19.64934595339964,
11.24,12.9,6.283185307179586,0.4951928384032372,-0.2510965486539749,0.9903856768064744,2,-32.35476850045892,-19.45476850045892,
11.26,14.4,6.283185307179586,0.48363812058593064,-0.9070309012012088,0.9672762411718613,2,-33.15132509998283,-18.75132509998283,
11.28,18,6.283185307179586,0.4587008214922954,-1.5945552555209448,0.9174016429845908,2,-35.507649417156145,-17.507649417156145,
11.3,13.8,6.283185307179586,0.4200982757388745,-2.2457956199797477,0.840196551477749,2,-29.538170161946688,-15.738170161946687,
11.32,5.2,6.283185307179586,0.36998699677546426,-2.7294538769047216,0.7399739935509285,2,-18.7775212971243,-13.5775212971243,
11.34,5,6.283185307179586,0.3118133473150118,-3.0791472052341167,0.6236266946300236,2,-16.149086391200374,-11.149086391200374,
11.36,9.7,6.283185307179586,0.246862073552061,-3.4226695505462064,0.493724147104122,2,-18.15540800848649,-8.45540800848649,
11.38,8,6.283185307179586,0.17508418306648335,-3.7396047930576404,0.3501683661329667,2,-13.502248701592508,-5.502248701592508,
11.4,7.9,6.283185307179586,0.09780492106715075,-3.9775166489294174,0.1956098421343015,2,-10.261695067593264,-2.3616950675932635,
11.42,8.6,6.283185307179586,0.016372355781971132,-4.157129091413184,0.032744711563942264,2,-7.679153953094803,0.9208460469051962,
11.44,8.5,6.283185307179586,-0.06807530296127776,-4.276038076330565,-0.1361506059225555,2,-4.200466384303087,4.299533615696913,
11.46,2,6.283185307179586,-0.15377629136551968,-4.26112640515848,-0.30755258273103936,2,5.677251457432933,7.677251457432933,
11.48,-2.9,6.283185307179586,-0.23731821379081242,-4.065977019611488,-0.47463642758162483,2,13.801784773291034,10.901784773291034,
11.5,-5.9,6.283185307179586,-0.31547502209741773,-3.729836094969501,-0.6309500441948355,2,19.760569747111774,13.860569747111773,
11.52,-11.4,6.283185307179586,-0.38557323198875354,-3.253019277311966,-0.7711464639775071,2,27.848180445144507,16.44818044514451,
11.54,-15.4,6.283185307179586,-0.44464852675429845,-2.6341754024112434,-0.8892970535085969,2,33.94708095746634,18.547080957466342,
11.56,-16.1,6.283185307179586,-0.4903837236947642,-1.9318732594756842,-0.9807674473895284,2,36.187872491157975,20.087872491157974,
11.58,-12.9,6.283185307179586,-0.5219226063376979,-1.2294162279915373,-1.0438452126753959,2,33.96815760896176,21.068157608961762,
11.6,-13.9,6.283185307179586,-0.5396122201230878,-0.5347558670703375,-1.0792244402461757,2,35.40463478284798,21.50463478284798,
11.62,-18.3,6.283185307179586,-0.5429328349244996,0.21685699015267018,-1.0858656698489992,2,39.65237602900987,21.35237602900987,
11.64,-8.5,6.283185307179586,-0.5313584868017512,0.9055132170506526,-1.0627169736035025,2,29.13582179912921,20.63582179912921,
11.66,-0.3,6.283185307179586,-0.508036061393676,1.3957025925052429,-1.016072122787352,2,19.830292308427225,19.530292308427224,
11.68,-3.4,6.283185307179586,-0.47603825652643145,1.8096815965556166,-0.9520765130528629,2,21.5110031977116,18.1110031977116,
11.7,-16.2,6.283185307179586,-0.4348028057722562,2.3504336609960452,-0.8696056115445124,2,32.4792341271672,16.279234127167204,
11.72,-31.6,6.283185307179586,-0.38042256434939603,3.1307981007031733,-0.7608451286987921,2,45.43819778394096,13.838197783940956,
11.74,-37.3,6.283185307179586,-0.30853904916994845,4.065920701156895,-0.6170780983398969,2,47.94781743780262,10.647817437802622,
11.76,-29,6.283185307179586,-0.21843300869023485,4.9040949971158625,-0.4368660173804697,2,35.77458927779585,6.774589277795847,
11.78,-16.7,6.283185307179586,-0.11429878474528604,5.453918240361068,-0.22859756949057208,2,19.156256418581236,2.456256418581237,
11.8,-4.9,6.283185307179586,-0.002474686560027712,5.674151705157495,-0.004949373120055417,2,2.8585919119834506,-2.0414080880165497,
11.82,-5.8,6.283185307179586,0.11133984380089436,5.69529421449499,0.22267968760178872,2,-0.7425961852904246,-6.542596185290424,
11.84,-11.3,6.283185307179586,0.2251644760431622,5.690530491314219,0.4503289520863244,2,0.2655833307167317,-11.034416669283269,
11.86,-16.2,6.283185307179586,0.33905505636751965,5.699862095305155,0.6781101127350393,2,0.6658455076438372,-15.534154492356162,
11.88,-26.8,6.283185307179586,0.4535905111598789,5.773856737541316,0.9071810223197578,2,6.716271669911585,-20.083728330088416,
11.9,-33.9,6.283185307179586,0.5705747267018307,5.9326395105073475,1.1411494534036615,2,9.138060260460243,-24.761939739539756,
11.92,-31.1,6.283185307179586,0.6905505313824064,6.0396782711869825,1.3811010627648128,2,1.5612526787575973,-29.538747321242404,
11.94,-18,6.283185307179586,0.8104670852704918,5.892699266014355,1.6209341705409837,2,-16.217453333765803,-34.2174533337658,
11.96,-4.3,6.283185307179586,0.9238697230020815,5.38759382429052,1.847739446004163,2,-34.20398975816822,-38.50398975816822,
11.98,1.5,6.283185307179586,1.024138463240688,4.6077240239809125,2.048276926481376,2,-43.66843696972166,-42.16843696972166,
12,-10.2,6.283185307179586,1.1081286420419234,3.8202386269183854,2.216257284083847,2,-34.98736132251497,-45.187361322514974,
12.02,-17.5,6.283185307179586,1.177847486579854,3.1676290292938325,2.355694973159708,2,-30.193722959969534,-47.693722959969534,
12.04,-16.2,6.283185307179586,1.234931662071982,2.529742116447173,2.469863324143964,2,-33.50683817794177,-49.706838177941776,
12.06,-3.5,6.283185307179586,1.2778735235177452,1.7174684539636258,2.5557470470354904,2,-47.59589496031454,-51.09589496031454,
12.08,8.8,6.283185307179586,1.301832101664581,0.6355852044937195,2.603664203329162,2,-60.433881337372775,-51.63388133737277,
12.1,7.1,6.283185307179586,1.3025828632761318,-0.5534447476301897,2.6051657265522636,2,-58.31526648629601,-51.21526648629601,
12.12,2.7,6.283185307179586,1.2802170707232698,-1.6641235469748772,2.5604341414465397,2,-52.613584345059394,-49.91358434505939,
12.14,3.2,6.283185307179586,1.2365061957744539,-2.7015730393417816,2.4730123915489077,2,-50.99683892553535,-47.79683892553535,
12.16,4.4,6.283185307179586,1.1723763662046018,-3.7057071103017236,2.3447527324092037,2,-49.28654510641483,-44.88654510641483,
12.18,4.5,6.283185307179586,1.0886304593525735,-4.656997529682586,2.177260918705147,2,-45.721761183899964,-41.221761183899964,
12.2,3.9,6.283185307179586,0.9866654598641007,-5.5229915060477826,1.9733309197282014,2,-40.76987231536171,-36.86987231536171,
12.22,5.3,6.283185307179586,0.868279660538846,-6.303691711091061,1.736559321077692,2,-37.201871247715246,-31.901871247715246,
12.24,2.7,6.283185307179586,0.7352976710264014,-6.967499376753712,1.4705953420528028,2,-29.101703137583595,-26.401703137583596,
12.26,1.8,6.283185307179586,0.5905751909158918,-7.482051191249433,1.1811503818317837,2,-22.294307167005257,-20.494307167005257,
12.28,7.8,6.283185307179586,0.4364861936263796,-7.926012973545706,0.8729723872527592,2,-22.0437477349248,-14.2437477349248,
12.3,19.8,6.283185307179586,0.2731922557507204,-8.421274358382988,0.5463845115014409,2,-27.41045231982415,-7.610452319824148,
12.32,30.4,6.283185307179586,0.09904293336417125,-9.00534299046788,0.1980858667283425,2,-30.91512395828207,-0.5151239582820715,
12.34,29.5,6.283185307179586,-0.08669073634268368,-9.53990310873351,-0.17338147268536735,2,-22.481128165551613,7.018871834448387,
12.36,18.1,6.283185307179586,-0.280709058139242,-9.798056041139938,-0.561418116278484,2,-3.324270472056396,14.775729527943605,
12.38,10.4,6.283185307179586,-0.4763061581302173,-9.710344538209917,-0.9526123162604346,2,12.064527065999751,22.464527065999754,
12.4,8.6,6.283185307179586,-0.667479913092511,-9.376285338264204,-1.334959826185022,2,21.285827047984657,29.885827047984655,
12.42,12.2,6.283185307179586,-0.8505118450819892,-8.9153981256507,-1.7010236901639784,2,24.737887708244017,36.93788770824402,
12.44,4.3,6.283185307179586,-1.0228978332003584,-8.274974609625277,-2.045795666400717,2,39.201979758745004,43.501979758745,
12.46,-8.4,6.283185307179586,-1.1793080574561958,-7.304335598926069,-2.3586161149123916,2,57.71088562327211,49.310885623272114,
12.48,-16.3,6.283185307179586,-1.3129879623277771,-6.021331579293164,-2.6259759246555543,2,70.40467561279058,54.10467561279059,
12.5,-23.1,6.283185307179586,-1.4186192183808295,-4.507121063599138,-2.837238436761659,2,80.80398653547466,57.70398653547466,
12.52,-13,6.283185307179586,-1.4930974978909988,-2.966515865664436,-2.9861949957819975,2,73.06347667980151,60.06347667980151,
12.54,2.6,6.283185307179586,-1.5387524275299416,-1.6466406918861338,-3.077504855059883,2,58.76827983983356,61.36827983983356,
12.56,14.2,6.283185307179586,-1.5606613071513091,-0.5813795817335871,-3.1213226143026183,2,47.631613761432284,61.83161376143228,
12.58,18.9,6.283185307179586,-1.5630809410728395,0.32292692501586256,-3.126161882145679,2,42.68622155845243,61.58622155845243,
12.6,24.3,6.283185307179586,-1.5484937609940073,1.1148705522979399,-3.0969875219880145,2,36.41178705784713,60.71178705784713,
12.62,26.9,6.283185307179586,-1.519173208389968,1.8037901485094243,-3.038346416779936,2,32.3945414686697,59.2945414686697,
12.64,18.6,6.283185307179586,-1.4761860835084768,2.5160423883497662,-2.9523721670169536,2,38.728965032485284,57.328965032485286,
12.66,10.5,6.283185307179586,-1.4177425575300893,3.3465801820316843,-2.8354851150601785,2,44.20860173590022,54.70860173590022,
12.68,6.9,6.283185307179586,-1.3419393348381787,4.234650744962553,-2.6838786696763575,2,44.48121573994811,51.38121573994811,
12.7,10.1,6.283185307179586,-1.248819130933097,5.053413409759903,-2.497638261866194,2,37.29631119004906,47.39631119004906,
12.72,19.8,6.283185307179586,-1.1412303250887215,5.658203124702587,-2.282460650177443,2,23.120875032319,42.920875032319,
12.74,18.8,6.283185307179586,-1.023690303317482,6.083127299366266,-2.047380606634964,2,19.32038832775401,38.120388327754014,
12.76,10.6,6.283185307179586,-0.8979525806648995,6.500909431466658,-1.795905161329799,2,22.398961851013564,32.99896185101356,
12.78,5,6.283185307179586,-0.7634406556995448,6.950683425418456,-1.5268813113990896,2,22.519083103444334,27.519083103444334,
12.8,3.1,6.283185307179586,-0.620178938541604,7.36244814227806,-1.240357877083208,2,18.608105565626577,21.70810556562658,
12.82,1.6,6.283185307179586,-0.4695093467432317,7.689268913202992,-0.9390186934864634,2,14.036699972374969,15.636699972374968,
12.84,2.3,6.283185307179586,-0.31337756062497335,7.900758338414053,-0.6267551212499467,2,7.0931344837375505,9.393134483737551,
12.86,-0.7,6.283185307179586,-0.1541644888666734,8.009457696470504,-0.3083289777333468,2,3.766675656224449,3.066675656224449,
12.88,-2.6,6.283185307179586,0.0064809755869673176,8.040239400283546,0.012961951173934616,2,-0.68695750467002,-3.28695750467002,
12.9,-0.2,6.283185307179586,0.1665672325223263,7.939438897176258,0.3331344650446526,2,-9.368908714277781,-9.56890871427778,
12.92,8.6,6.283185307179586,0.32248748592850246,7.603144571202867,0.6449749718570049,2,-24.197613617153408,-15.597613617153408,
12.94,11.3,6.283185307179586,0.4691506761670585,7.035580523146415,0.938301352334117,2,-32.473677683320545,-21.173677683320545,
12.96,11.4,6.283185307179586,0.6030163615389658,6.33391615478315,1.2060327230779315,2,-37.59396187833393,-26.19396187833393,
12.98,10,6.283185307179586,0.7219651830362612,5.550961149489098,1.4439303660725225,2,-40.59470604382355,-30.59470604382355,
13,0.9,6.283185307179586,0.8252101141890572,4.7912384018012775,1.6504202283781144,2,-35.28424382305863,-34.38424382305863,
13.02,-4.1,6.283185307179586,0.9140859055667618,4.1021794736044885,1.8281718111335237,2,-33.53315033397978,-37.633150333979785,
13.04,0.9,6.283185307179586,0.9889006860248435,3.353720755354467,1.977801372049687,2,-41.20455719058991,-40.30455719058991,
13.06,11.8,6.283185307179586,1.0468648802093332,2.3999252197352785,2.0937297604186664,2,-54.0333194089779,-42.233319408977906,
13.08,20.3,6.283185307179586,1.0834068566599548,1.2226019120511644,2.1668137133199097,2,-63.53209838486569,-43.232098384865694,
13.1,25.8,6.283185307179586,1.094771140429257,-0.10433919013604351,2.189542280858514,2,-68.9804973150793,-43.18049731507931,
13.12,32.3,6.283185307179586,1.0785142569933424,-1.5390777293343443,2.1570285139866847,2,-74.29781759530279,-41.99781759530279,
13.14,30.9,6.283185307179586,1.0331037817695625,-2.989500941641284,2.066207563539125,2,-70.55828722180053,-39.65828722180053,
13.16,20.2,6.283185307179586,0.9601243798761087,-4.26155764648353,1.9202487597522173,2,-56.497621837468685,-36.29762183746868,
13.18,8.1,6.283185307179586,0.8646650988960863,-5.230243377432292,1.7293301977921727,2,-40.263854561609364,-32.16385456160936,
13.2,13.3,6.283185307179586,0.7519670535200316,-6.041045262426496,1.5039341070400631,2,-40.7090489536089,-27.4090489536089,
13.22,28.6,6.283185307179586,0.6223353007210597,-6.954931040186083,1.2446706014421194,2,-50.5468656603507,-21.946865660350696,
13.24,30.6,6.283185307179586,0.4733980612006469,-7.924637620770345,0.9467961224012938,2,-46.30148835335949,-15.701488353359487,
13.26,18.8,6.283185307179586,0.3068809733957264,-8.664878285763995,0.6137619467914528,2,-27.648593066531483,-8.848593066531482,
13.28,1.8,6.283185307179586,0.12966000310105125,-8.976817547559163,0.2593200062021025,2,-3.5345912618022437,-1.7345912618022437,
13.3,-1.7,6.283185307179586,-0.049876595931452154,-8.941584659122197,-0.09975319186290432,2,7.039947084051601,5.339947084051601,
13.32,-1.3,6.283185307179586,-0.22686286372213219,-8.735338546513736,-0.45372572744426437,2,13.54933192146444,12.249331921464439,
13.34,-8,6.283185307179586,-0.39796606282080893,-8.330628826290868,-0.7959321256416179,2,26.851643498856888,18.851643498856888,
13.36,-11.4,6.283185307179586,-0.5585654266680974,-7.697627549499058,-1.1171308533361948,2,36.353216392508436,24.953216392508438,
13.38,-6.8,6.283185307179586,-0.7051768498540367,-6.960480586794336,-1.4103536997080734,2,37.26330552469422,30.463305524694217,
13.4,3.5,6.283185307179586,-0.8372816951461711,-6.267828291470872,-1.6745633902923422,2,31.917472011198495,35.4174720111985,
13.42,1.2,6.283185307179586,-0.9557971819214275,-5.561339870001605,-1.911594363842855,2,38.62993603052767,39.829936030527676,
13.44,-10.3,6.283185307179586,-1.0582709282638136,-4.635367055879332,-2.1165418565276273,2,53.82635385528294,43.526353855282935,
13.46,-19.2,6.283185307179586,-1.1394190261151795,-3.4405890084545017,-2.278838052230359,2,65.4795316376832,46.27953163768319,
13.48,-19.6,6.283185307179586,-1.1949777068324863,-2.10830730753045,-2.3899554136649725,2,67.57064206809198,47.97064206809198,
13.5,-13.7,6.283185307179586,-1.2239629491314001,-0.807708682407359,-2.4479258982628003,2,62.32461943761731,48.62461943761731,
13.52,-11.3,6.283185307179586,-1.227816983207386,0.41327533928263716,-2.455633966414772,2,59.616470472407485,48.31647047240749,
13.54,-14.7,6.283185307179586,-1.2074693616680086,1.62861673310357,-2.414938723336017,2,61.75500566068875,47.05500566068875,
13.56,-18.9,6.283185307179586,-1.162399450258605,2.8848660826241415,-2.32479890051721,2,63.70212202937323,44.80212202937323,
13.58,-17.1,6.283185307179586,-1.0922814981534377,4.110157424556086,-2.1845629963068753,2,58.67205228120463,41.57205228120463,
13.6,-10.7,6.283185307179586,-0.9990300629785837,5.180027401662775,-1.9980601259571673,2,48.18730170192112,37.487301701921126,
13.62,-9.1,6.283185307179586,-0.8862071879438269,6.0809418614606265,-1.7724143758876538,2,41.793596376165105,32.693596376165104,
13.64,-9.1,6.283185307179586,-0.7565807939098642,6.863650819002199,-1.5131615878197284,2,36.38107713463596,27.281077134635957,
13.66,-8.6,6.283185307179586,-0.6124529241035934,7.527662753936995,-1.2249058482071868,2,29.940810299995093,21.34081029999509,
13.68,-13.5,6.283185307179586,-0.45600376868089554,8.112262106462191,-0.9120075373617911,2,28.444056444626423,14.944056444626423,
13.7,-25.7,6.283185307179586,-0.2877061558853142,8.735240350937152,-0.5754123117706283,2,33.76507573972336,8.065075739723358,
13.72,-35.4,6.283185307179586,-0.10608776591898354,9.434155424955796,-0.2121755318379671,2,36.0315843205591,0.6315843205590994,
13.74,-34.5,6.283185307179586,0.08921902421007247,10.067019017091997,0.17843804842014488,2,27.18259734546409,-7.317402654535911,
13.76,-20.5,6.283185307179586,0.29451582339910987,10.388554663312808,0.5890316467982197,2,4.956588491357218,-15.543411508642782,
13.78,-6.5,6.283185307179586,0.5017982339206908,10.265877293827206,1.0035964678413816,2,-17.180344794523087,-23.680344794523087,
13.8,-0.4,6.283185307179586,0.7027483233206212,9.782949253774596,1.4054966466412424,2,-31.031476759545484,-31.431476759545482,
13.82,1.5,6.283185307179586,0.891584812368442,9.070404132508662,1.783169624736884,2,-40.117819350917586,-38.617819350917586,
13.84,0.6,6.283185307179586,1.0645836472746195,8.210789230450874,2.129167294549239,2,-45.72347241706442,-45.12347241706442,
13.86,-8.9,6.283185307179586,1.219890266466793,7.332209405787039,2.439780532933586,2,-42.023515195523224,-50.92351519552322,
13.88,-20.7,6.283185307179586,1.3585615011228442,6.556979216672721,2.7171230022456885,2,-35.40578121095115,-56.10578121095115,
13.9,-22.2,6.283185307179586,1.4824024869363188,5.816750268713896,2.9648049738726376,2,-38.51576762644497,-60.71576762644497,
13.92,-18.2,6.283185307179586,1.5904924446325373,4.965750829518566,3.1809848892650745,2,-46.4621688848474,-64.6621688848474,
13.94,-12.1,6.283185307179586,1.6798842530451283,3.942611158817903,3.3597685060902567,2,-55.70550145900005,-67.80550145900004,
13.96,-12,6.283185307179586,1.74742430752529,2.803602694577535,3.49484861505058,2,-58.04247985995282,-70.04247985995282,
13.98,-21.1,6.283185307179586,1.7923900734714764,1.7187603508593507,3.5847801469429528,2,-50.30868121739678,-71.40868121739678,
14,-29,6.283185307179586,1.8171770088292591,0.784185779345504,3.6343540176585183,2,-43.034903889611584,-72.03490388961158,
14.02,-32.4,6.283185307179586,1.8244715148269686,-0.04331862400307812,3.648943029653937,2,-39.61091763308186,-72.01091763308186,
14.04,-32.1,6.283185307179586,1.8156955477922727,-0.8331301396565152,3.6313910955845454,2,-39.26670441496837,-71.36670441496838,
14.06,-32.1,6.283185307179586,1.7912533397659185,-1.6069004938255396,3.582506679531837,2,-38.01006016810463,-70.11006016810464,
14.08,-33.3,6.283185307179586,1.7517065008319312,-2.3376580497468744,3.5034130016638625,2,-34.97332443742789,-68.27332443742789,
14.1,-25.8,6.283185307179586,1.6976094490693527,-3.0889882849876646,3.3952188981387055,2,-40.054413611086005,-65.854413611086,
14.12,-10.3,6.283185307179586,1.6269809897746115,-4.015076725529022,3.253961979549223,2,-52.416986683330336,-62.71698668333033,
14.14,4,6.283185307179586,1.5354960953260286,-5.167600737214273,3.070992190652057,2,-62.67081649961508,-58.67081649961508,
14.16,9.8,6.283185307179586,1.4195434467683796,-6.430152360603413,2.8390868935367592,2,-63.41721866894686,-53.61721866894686,
14.18,3.4,6.283185307179586,1.2790684984012788,-7.576072172033187,2.5581369968025576,2,-51.03948840301701,-47.63948840301701,
14.2,-1.6,6.283185307179586,1.1181083172672084,-8.480950133803317,2.2362166345344168,2,-39.343904199682086,-40.94390419968209,
14.22,-0.1,6.283185307179586,0.9409960858180966,-9.211043228613002,1.8819921716361931,2,-33.576554951323544,-33.676554951323546,
14.24,8.1,6.283185307179586,0.7500239098948962,-9.88752680253066,1.5000478197897924,2,-33.982247340283365,-25.882247340283364,
14.26,13.6,6.283185307179586,0.5456562670720763,-10.539854693167984,1.0913125341441525,2,-31.168214371030963,-17.56821437103096,
14.28,6.8,6.283185307179586,0.32965477978896124,-11.008599956444947,0.6593095595779225,2,-15.664104651843937,-8.864104651843938,
14.3,-3.2,6.283185307179586,0.10760473629895455,-11.133676775541598,0.21520947259790912,2,3.149232544041287,-0.050767455958713015,
14.32,-10.2,6.283185307179586,-0.11339144883290553,-10.913789185573672,-0.22678289766581106,2,18.790916561175692,8.590916561175693,
14.34,-10.4,6.283185307179586,-0.32733716183021105,-10.452533694776982,-0.6546743236604221,2,27.26326554018754,16.86326554018754,
14.36,-0.8,6.283185307179586,-0.5310455718425434,-9.924166031985417,-1.0620911436850868,2,25.506161304035615,24.706161304035614,
14.38,10.3,6.283185307179586,-0.7246641780512377,-9.449814824633023,-1.4493283561024755,2,21.871091303727315,32.171091303727316,
14.4,14.7,6.283185307179586,-0.909099424899711,-8.984688104464782,-1.818198849799422,2,24.57695435732583,39.27695435732583,
14.42,16.6,6.283185307179586,-1.0835512280945814,-8.444543372927033,-2.1671024561891628,2,29.360405729229193,45.960405729229194,
14.44,11.2,6.283185307179586,-1.2457900894150264,-7.740867387908718,-2.491580178830053,2,40.90005965148822,52.10005965148822,
14.46,4.9,6.283185307179586,-1.391633417484597,-6.804440030298185,-2.783266834969194,2,52.60469866495326,57.50469866495326,
14.48,4.6,6.283185307179586,-1.516864304785705,-5.702549794034331,-3.03372860957141,2,57.43321309823357,62.033213098233574,
14.5,11.8,6.283185307179586,-1.6196518849493706,-4.588085879546866,-3.2393037698987412,2,53.87096111490275,65.67096111490275,
14.52,9.4,6.283185307179586,-1.7002801306283786,-3.457544980779519,-3.400560261256757,2,59.02783279066732,68.42783279066732,
14.54,1,6.283185307179586,-1.7569305418775474,-2.173646190602796,-3.5138610837550948,2,69.18028294255996,70.18028294255996,
14.56,-0.3,6.283185307179586,-1.786419714572718,-0.7688212543264762,-3.572839429145436,2,71.11486229310067,70.81486229310067,
14.58,-0.5,6.283185307179586,-1.7875738378314348,0.6524407369450418,-3.5751476756628695,2,70.82462210540258,70.32462210540258,
14.6,1.1,6.283185307179586,-1.7605548397673159,2.038824749150373,-3.5211096795346317,2,67.63530035724014,68.73530035724013,
14.62,7.6,6.283185307179586,-1.7068421654550974,3.3021118444802418,-3.4136843309101947,2,58.538560955127956,66.13856095512796,
14.64,15.3,6.283185307179586,-1.629822253207498,4.362734388804761,-3.259644506414996,2,47.39809141634848,62.698091416348475,
14.66,22.3,6.283185307179586,-1.533818610828498,5.200600060666146,-3.067637221656996,2,36.29215161424115,58.592151614241146,
14.68,25.8,6.283185307179586,-1.4230816336706777,5.846040192400461,-2.8461632673413555,2,28.177105788617904,53.977105788617905,
14.7,31.7,6.283185307179586,-1.3012461202181596,6.301229900853034,-2.602492240436319,2,17.29563003221037,48.99563003221037,
14.72,36.2,6.283185307179586,-1.1724056067273214,6.550544870103457,-2.344811213454643,2,7.615220907159959,43.81522090715996,
14.74,28,6.283185307179586,-1.0396761619688768,6.732040838246085,-2.0793523239377536,2,10.506850090570836,38.506850090570836,
14.76,11.1,6.283185307179586,-0.9021717574418328,7.056240509418352,-1.8043435148836655,2,21.856173389583564,32.95617338958356,
14.78,-0.3,6.283185307179586,-0.7563048728667492,7.548638477858821,-1.5126097457334984,2,27.3119499448464,27.0119499448464,
14.8,-8,6.283185307179586,-0.5997748994650337,8.108724145271504,-1.1995497989300674,2,28.62124696511956,20.62124696511956,
14.82,-4.5,6.283185307179586,-0.43255643010974515,8.578851132019706,-0.8651128602194903,2,18.342492702211338,13.842492702211338,
14.84,2.7,6.283185307179586,-0.2582540078806589,8.804158219901758,-0.5165080157613178,2,4.176370116949402,6.876370116949402,
14.86,-8.3,6.283185307179586,-0.08106957952767993,8.927483191944727,-0.16213915905535986,2,8.134916842300225,-0.165083157699776,
14.88,-18.4,6.283185307179586,0.09930371933537475,9.119538320993803,0.19860743867074954,2,11.041661347208404,-7.358338652791595,
14.9,-12.4,6.283185307179586,0.2830166984613083,9.20746179754523,0.5660333969226166,1.9999999999999998,-2.2441827318272427,-14.644182731827243,
14.92,5.2,6.283185307179586,0.4650652435176733,8.915115304327745,0.9301304870353466,2,-26.920959186380728,-21.72095918638073,
14.94,19.9,6.283185307179586,0.6365585203561209,8.163570908860004,1.2731170407122419,2,-48.10791682355087,-28.207916823550875,
14.96,20.5,6.283185307179586,0.7897766487802428,7.137363669875182,1.5795532975604856,2,-54.36985506726978,-33.86985506726978,
14.98,7.9,6.283185307179586,0.9221545528062656,6.1262841749909285,1.8443091056125311,2,-46.61475725439982,-38.71475725439982,
15,-4.8,6.283185307179586,1.0359156897445572,5.27826587646333,2.0718313794891143,2,-38.0861715587845,-42.8861715587845,
15.02,-10.5,6.283185307179586,1.1339947600800075,4.536668475990268,2.267989520160015,2,-35.97860242230486,-46.47860242230486,
15.04,-12.5,6.283185307179586,1.2174547098245638,3.805927902100269,2.4349094196491277,2,-36.9979864653256,-49.4979864653256,
15.06,-12.9,6.283185307179586,1.28602873009381,3.044738502919172,2.57205746018762,2,-39.018218631389644,-51.91821863138964,
15.08,-12.2,6.283185307179586,1.3389432822097214,2.238431428552297,2.6778865644194427,2,-41.50323081140492,-53.70323081140492,
15.1,-5.1,6.283185307179586,1.3748533901599187,1.325327713797743,2.7497067803198374,2,-49.67667305861175,-54.77667305861175,
15.12,6.8,6.283185307179586,1.3906017693746322,0.20916353820757844,2.7812035387492644,2,-61.77761016893389,-54.97761016893389,
15.14,15.1,6.283185307179586,1.3819138774179085,-1.1028335070531219,2.763827754835817,2,-69.2400147086941,-54.1400147086941,
15.16,16.7,6.283185307179586,1.3460136154216975,-2.4860627695781745,2.692027230843395,2,-68.90126402677636,-52.20126402677636,
15.18,26.3,6.283185307179586,1.2820569657772514,-3.9313748365013104,2.5641139315545027,2,-75.43148689094647,-49.131486890946476,
15.2,44.2,6.283185307179586,1.1874170379353157,-5.577772872304047,2.3748340758706314,2,-88.97457486065679,-44.774574860656784,
15.22,51.8,6.283185307179586,1.0579221435213786,-7.3777481280429935,2.115844287042757,2,-90.78374665654246,-38.983746656542465,
15.24,38.2,6.283185307179586,0.893571346334471,-8.988328014346031,1.787142692668942,2,-70.08826293892918,-31.888262938929174,
15.26,12.1,6.283185307179586,0.7020478975278107,-10.050448553507557,1.4040957950556214,2,-36.026810235946265,-23.926810235946263,
15.28,-14.3,6.283185307179586,0.4961440117773723,-10.42434386428789,0.9922880235547445,2,-1.3570954365434567,-15.657095436543457,
15.3,-25,6.283185307179586,0.2886454320590507,-10.262728400852563,0.5772908641181014,2,17.473692551571304,-7.526307448428696,
15.32,-22.7,6.283185307179586,0.08725809552155293,-9.857674740232257,0.1745161910431059,2,22.971444291086183,0.2714442910861834,
15.34,-11.9,6.283185307179586,-0.10551923581887389,-9.43122887232416,-0.21103847163774775,2,19.621221977704277,7.7212219777042765,
15.36,-4.5,6.283185307179586,-0.2902314604906115,-9.040844031322989,-0.5804629209812229,1.9999999999999998,19.366196702097575,14.866196702097575,
15.38,4.6,6.283185307179586,-0.46732032354737757,-8.675532796454664,-0.934640647094755,2,17.119665699925115,21.719665699925116,
15.4,4.4,6.283185307179586,-0.6369513847445709,-8.265094116312275,-1.2739027694891418,2,23.861699835464098,28.2616998354641,
15.42,-1.8,6.283185307179586,-0.7966530309272382,-7.664132593568154,-1.5933060618544763,2,36.1399109589736,34.339910958973604,
15.44,-6.5,6.283185307179586,-0.9420204665530294,-6.8388432205711975,-1.8840409331060588,2,46.267660524927976,39.767660524927976,
15.46,-8.3,6.283185307179586,-1.0691004448573718,-5.8476717914246334,-2.1382008897147435,2,52.7109141519489,44.4109141519489,
15.48,3,6.283185307179586,-1.1759963022440814,-4.866753180793881,-2.3519926044881627,2,45.261195845926004,48.261195845926004,
15.5,15.5,6.283185307179586,-1.2648893218363098,-4.053547895754816,-2.5297786436726195,2,35.96398042557963,51.46398042557963,
15.52,13.9,6.283185307179586,-1.3384757764264499,-3.2910354063133136,-2.6769515528528998,2,40.18159677370128,54.08159677370128,
